coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
everus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7499,0.19,-0.02,-0.35,-0.35,0.151,-6.5,-0.004,-0.052
policypal net...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sharex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,362,0,N/A,N/A,N/A,0.0,2610280,-0.17,-0.11,-1.69,-1.69,0.142,-13.0,0.003,-0.052
zap,21 Oct 2017,20 Nov 2017,30.0,191.0,7,blockchain,23,2827944.0,32200000.0,0.09,0.19,N/A,0,N/A,N/A,N/A,4.059,899137,-0.1,-0.06,-1.01,-1.01,-0.283,-4.0,-0.008,-0.027
eztoken,N/A,N/A,N/A,N/A,12,saas,N/A,10450000.0,5000000.0,1.0,1.2,5046,0,N/A,N/A,N/A,0.275,235359,-0.35,-0.09,-1.46,-1.46,-0.74,2.5,-0.003,-0.003
clams,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,80,-0.01,0.03,0.44,0.44,-0.094,-5.0,0.009,-0.008
friendz,1 Mar 2018,20 Mar 2018,19.0,71.0,6,fintech,18,13754758.0,50300000.0,0.27,0.067,70832,0,55347,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
myriad,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,67637,-0.13,0.05,0.84,0.84,-0.053,-4.5,0.009,-0.018
peepcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,180,-0.23,0.17,2.77,2.77,-6.011,-17.0,1.591,-0.013
bezop,20 Dec 2017,10 Jan 2018,21.0,140.0,12,other,4,N/A,N/A,N/A,N/A,5595,0,N/A,N/A,N/A,0.0,281984,0.09,0.03,0.54,0.54,-0.253,-2.5,0.018,0.142
profile utili...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bee token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sprouts,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,414,0,N/A,N/A,N/A,0.0,132,0.14,0.15,2.43,2.43,7.652,-7.5,0.486,-0.02
hollywoodcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1043310,0.03,-0.1,-1.54,-1.54,0.111,18.5,-0.004,0.013
elixir,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,230357,0.29,0.16,2.48,2.48,-0.095,-7.0,0.026,-0.015
dubaicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,169,0.26,0.28,4.42,4.42,-0.121,-142.5,0.038,0.435
nper,19 Jan 2018,31 Jan 2018,12.0,119.0,8,saas,15,N/A,N/A,N/A,0.2,N/A,0,1688,N/A,N/A,0.679,4371660,-0.82,-1.42,-2.83,-2.83,-0.636,-16.0,-0.027,-0.053
b2bx,2 Oct 2017,17 Nov 2017,46.0,194.0,2,saas,22,8078602.0,29500000.0,0.27,0.74,1988,0,3955,N/A,N/A,1.378,144393,-0.29,0.02,0.3,0.3,-0.26,-18.5,0.018,0.185
patientory,31 May 2017,3 Jun 2017,3.0,361.0,1,saas,6,7200000.0,N/A,0.7,0.1,N/A,0,N/A,N/A,N/A,6.165,3256,0.08,0.09,1.41,1.41,-0.048,-7.5,0.007,-0.007
u.cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
swarm city,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nexium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,39,0.14,0.22,3.54,3.54,-0.112,-5.0,0.012,0.0
musicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20112,0.28,0.21,3.28,3.28,-0.08,-5.5,0.019,-0.012
okcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,321,0.08,0.17,2.72,2.72,-0.016,-11.0,0.024,-0.015
global curren...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neoscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6474,0.19,-0.01,-0.11,-0.11,-0.141,-2.5,0.016,-0.015
bitdegree,1 Dec 2017,29 Dec 2017,28.0,152.0,5,social services,22,22127834.0,21600000.0,1.0,0.08,17089,0,20177,N/A,N/A,5.711,693702,-0.2,0.05,0.79,0.79,-1.013,-8.0,0.01,-0.013
the champcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
atn,27 Apr 2018,20 May 2018,23.0,10.0,12,saas,15,N/A,N/A,N/A,N/A,15072,0,4772,N/A,N/A,0.0,603047,0.18,-0.01,-0.09,-0.09,-0.051,-1.0,-0.004,0.005
loki,,26 Mar 2018,25.0,65.0,12,telecommunications,14,N/A,N/A,N/A,0.68,17178,0,2812,N/A,N/A,0.259,230900,0.56,0.97,1.95,1.95,1.368,5.5,0.021,-0.002
bulwark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,112613,0.36,0.16,2.5,2.5,-0.208,-3.5,0.004,-0.013
travala,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,46446,6.98,12.09,24.18,24.18,-1.827,-7.5,0.106,0.093
flixxo,24 Oct 2017,24 Nov 2017,31.0,187.0,10,saas,5,4731021.0,12000000.0,0.39,0.12,3696,0,6182,N/A,N/A,-0.038,106293,-0.04,0.17,2.66,2.66,0.061,-9.0,0.012,0.003
rise,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42224,0.18,0.03,0.47,0.47,0.062,-6.5,0.016,-0.013
bittube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
digitex futures,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
morpheus labs,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
devery,18 Jan 2018,19 Jan 2018,1.0,131.0,12,ecommerce,6,10000000.0,10000000.0,1.0,0.19,5359,0,2811,N/A,N/A,0.741,862413,-0.27,-0.13,-2.03,-2.03,0.298,-11.5,0.004,0.033
leverj,7 Nov 2017,7 Dec 2017,30.0,174.0,12,saas,6,13049080.0,51000000.0,0.26,0.15,3687,0,5070,N/A,N/A,0.817,47085,-0.14,-0.14,-2.28,-2.28,0.006,-1.5,-0.002,-0.04
golos,30 Oct 2016,02 Dec 2016,33.0,544.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,10.7,701,-0.08,-0.01,-0.14,-0.14,-0.106,-9.0,0.007,0.023
local world f...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
linker coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,197,0,N/A,N/A,N/A,0.0,205750,0.09,0.7,1.41,1.41,-0.157,1.0,0.02,0.057
energycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,644,0.13,0.2,3.13,3.13,0.082,0.0,0.018,-0.037
gambit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5960,0.04,0.12,1.95,1.95,0.052,-4.5,0.011,-0.007
insurepal,16 Jan 2018,16 Jan 2018,0.0,134.0,5,saas,24,18000000.0,18000000.0,1.0,0.1,6509,0,6719,N/A,N/A,2.178,2442080,-0.2,-0.24,-3.87,-3.87,-0.241,-2.0,-0.013,0.03
napoleonx,N/A,N/A,N/A,N/A,12,fintech,N/A,13951976.0,18300000.0,0.76,0.87,6592,0,N/A,N/A,N/A,-0.689,20199,0.05,0.42,0.84,0.84,0.011,-6.5,0.01,0.007
effect.ai,N/A,N/A,N/A,N/A,12,other,N/A,13591090.0,18400000.0,0.74,0.0705,21328,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
adbank,15 Dec 2017,14 Jan 2018,30.0,136.0,1,saas,5,13962900.0,14000000.0,1.0,0.0465,5233,0,4584,N/A,N/A,-0.105,1033600,-0.14,-0.15,-2.44,-2.44,-0.298,-1.0,-0.003,0.067
dynamic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5940,0.09,0.09,1.5,1.5,0.039,-1.0,0.009,0.013
hubii network,17 Aug 2017,31 Aug 2017,14.0,272.0,7,telecommunications,13,6500000.0,N/A,N/A,0.39,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
foldingcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.26,0.16,2.51,2.51,0.037,-7.5,0.032,-0.003
xpa,N/A,N/A,N/A,N/A,12,saas,N/A,N/A,N/A,N/A,0.013,174,0,339,N/A,N/A,0.087,16764,0.05,0.18,2.83,2.83,-0.201,-6.0,0.021,-0.003
debitum,N/A,N/A,N/A,N/A,5,fintech,N/A,17200000.0,17200000.0,1.0,0.13,13703,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cvcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2595,0.18,0.15,2.4,2.4,0.001,2.0,0.027,0.0
nimiq exchang...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
novacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.05,-0.08,-1.27,-1.27,0.029,-0.5,0.002,0.013
coinfi,8 Feb 2018,18 Feb 2018,10.0,101.0,3,saas,15,15000000.0,15000000.0,1.0,0.15,19617,0,4917,N/A,N/A,1.384,21603900,-0.18,-0.16,-2.59,-2.59,-0.189,-3.5,-0.009,-0.023
stealth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,66007,0.21,0.2,3.18,3.18,-0.23,-4.5,0.015,-0.03
pandacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,62,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cargox,23 Jan 2018,4 Mar 2018,40.0,87.0,5,fintech,10,6766164.0,7000000.0,0.97,0.1,5778,0,4897,N/A,N/A,1.057,1317180,-0.06,-0.17,-2.62,-2.62,-0.269,-12.5,-0.006,-0.033
helbiz,15 Feb 2018,4 Mar 2018,17.0,87.0,7,fintech,13,38646754.0,N/A,N/A,0.14,2091,0,37330,N/A,N/A,-0.907,756160,0.16,1.31,2.61,2.61,0.643,-8.5,0.036,-0.007
stipend,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,712,0,N/A,N/A,N/A,0.0,44388,-0.16,0.08,1.19,1.19,-0.052,-4.5,0.009,-0.063
pinkcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,296,0,N/A,N/A,N/A,0.0,821,0.32,0.2,3.21,3.21,0.044,-10.0,0.015,-0.033
lendingblock,15 Apr 2018,22 Apr 2018,7.0,38.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7833,0,6017,N/A,N/A,0.548,458040,-0.24,-1.88,-3.76,-3.76,-0.55,-6.5,-0.027,0.01
goldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.29,0.12,1.93,1.93,0.004,-1.5,0.013,-0.013
bounty0x,1 Dec 2017,15 Dec 2017,14.0,166.0,12,saas,8,1602927.0,1500000.0,1.0,0.04,6564,0,14402,N/A,N/A,0.899,1059090,0.37,0.13,2.06,2.06,0.69,-6.0,0.014,-0.043
latiumx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,83565,-0.14,0.01,0.15,0.15,-1.902,-56.0,0.029,0.373
atbcoin,15 Jul 2017,13 Sep 2017,60.0,259.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2163,0,N/A,N/A,N/A,0.289,558166,-0.08,-0.02,-0.26,-0.26,-0.079,-0.5,-0.0,-0.023
toacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,79,0,N/A,N/A,N/A,0.0,62212,0.13,-0.02,-0.24,-0.24,-0.25,-12.0,0.002,0.0
leadcoin,1 Mar 2018,11 Mar 2018,10.0,80.0,7,fintech,17,50000000.0,50000000.0,1.0,0.08,11344,0,1323,N/A,N/A,0.487,6963540,-0.02,-0.0,-0.0,-0.0,-0.234,-8.5,-0.007,0.007
dovu,3 Oct 2017,17 Oct 2017,14.0,225.0,4,saas,6,6644682.0,28400000.0,0.23,0.11,119,0,N/A,N/A,N/A,-0.169,106502,0.09,0.14,2.24,2.24,0.302,-12.5,0.014,-0.01
ink protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wetrust,2 Mar 2017,14 Apr 2017,43.0,411.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,0,10,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
snovio,30 Oct 2017,30 Nov 2017,31.0,181.0,2,fintech,13,2129106.0,10000000.0,0.21,0.01,20099,0,10458,N/A,N/A,-0.73,12041,0.48,0.23,3.71,3.71,0.035,-2.5,0.032,-0.023
investfeed,23 Jul 2017,7 Aug 2017,15.0,296.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,N/A,N/A,0.0,78892,0.1,0.1,1.55,1.55,-0.332,-3.0,0.01,0.013
encrypgen,1 Jun 2017,18 Jul 2017,47.0,316.0,1,saas,7,10000005.0,N/A,N/A,0.03,N/A,0,4615,N/A,N/A,0.928,22870,0.44,0.24,3.78,3.78,-0.124,-11.5,0.025,-0.06
change,N/A,N/A,N/A,N/A,7,fintech,N/A,15963255.0,40000000.0,0.4,0.44,3924,0,N/A,N/A,N/A,-0.14,31236,-0.08,0.04,0.71,0.71,-0.018,-1.5,0.004,0.007
espers,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2957,0.33,0.17,2.64,2.64,-0.186,-8.0,0.102,-0.07
oyster shell,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
aidcoin,16 Jan 2018,1 Feb 2018,16.0,118.0,6,blockchain,36,18632900.0,18600000.0,1.0,0.65,4399,0,3089,N/A,N/A,0.236,1717320,-0.36,-0.23,-3.59,-3.59,-0.128,0.0,-0.004,-0.037
mysterium,30 May 2017,30 May 2017,0.0,365.0,1,saas,8,13325693.0,N/A,N/A,0.89,2653,0,11938,N/A,N/A,1.461,1632900,-0.13,0.03,0.43,0.43,-0.26,-4.5,0.002,-0.007
pluton,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3952,0.15,0.15,2.42,2.42,-0.287,-12.5,0.059,-0.017
idex membership,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
get protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spectrecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,136,0.25,0.14,2.25,2.25,-0.099,-3.5,0.019,-0.007
zilla,N/A,N/A,N/A,N/A,7,saas,9,N/A,15000000.0,N/A,0.8,N/A,0,3572,N/A,N/A,-0.903,11905500,0.25,0.1,1.64,1.64,-1.13,-2.5,0.022,-0.037
fundrequest,20 Nov 2017,01 Dec 2017,11.0,180.0,5,blockchain,11,12121040.0,15000000.0,0.81,0.48,11675,0,13036,N/A,N/A,-0.491,55032,-1.77,-3.07,-6.13,-6.13,0.947,2.5,-0.011,0.01
adshares,7 Jul 2017,12 Jan 2018,189.0,138.0,12,fintech,2,11900000.0,N/A,N/A,5.26,1135,0,2242,N/A,N/A,-0.927,7590,0.19,0.09,1.48,1.48,-0.029,-11.0,0.017,0.003
zeitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4742,0.27,0.17,2.65,2.65,-0.202,48.5,0.048,0.217
curecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4973,-0.29,-0.03,-0.47,-0.47,0.004,-5.5,0.009,-0.003
insights network,28 Jan 2018,14 Feb 2018,17.0,105.0,7,blockchain,3,17400000.0,16000000.0,1.0,0.15,21097,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sportyco,21 Nov 2017,8 Dec 2017,17.0,173.0,5,fintech,19,5087896.0,16000000.0,0.32,0.12,12434,0,8914,N/A,N/A,0.812,31692,0.0,0.07,1.16,1.16,0.09,-11.0,0.001,-0.013
alis,1 Sep 2017,1 Oct 2017,30.0,241.0,8,saas,5,3705000.0,35600000.0,0.1,0.15,N/A,0,1751,N/A,N/A,0.413,337890,0.2,0.18,2.92,2.92,-0.1,-4.0,0.008,-0.043
spectiv,8 Dec 2017,31 Dec 2017,23.0,150.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3256,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ip exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dotcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106,0.13,0.12,1.85,1.85,-0.013,-9.5,0.014,0.13
sphere,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,4,0,N/A,N/A,N/A,0.0,4520,0.25,0.17,2.65,2.65,0.657,-4.5,0.026,-0.017
aventus,6 Sep 2017,6 Sep 2017,0.0,266.0,4,entertainment,7,18780000.0,18800000.0,1.0,3.66,254,0,N/A,N/A,N/A,0.202,950718,-0.32,-0.01,-0.18,-0.18,0.084,-4.0,0.001,-0.023
zippie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,514326,-0.69,-1.2,-2.4,-2.4,-0.366,-2.0,-0.023,-0.027
gladius token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
connectjob,12 Feb 2018,30 Apr 2018,77.0,30.0,7,saas,24,10437623.0,12000000.0,0.87,0.25,7875,0,6397,N/A,N/A,-0.604,173329,-0.35,-2.76,-5.52,-5.52,0.034,-7.0,-0.019,-0.023
xaurum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,39,0,N/A,N/A,N/A,0.0,3753,0.28,0.16,2.47,2.47,-0.259,-7.5,0.007,-0.047
circuits of v...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
airtoken,19 Sep 2017,19 Oct 2017,30.0,223.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,828,0,5256,N/A,N/A,-0.313,303295,-0.25,0.02,0.38,0.38,0.028,5.0,0.002,-0.01
blue protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fedoracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8920,-0.19,0.15,2.39,2.39,0.31,-6.0,0.073,-0.017
bitconnect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,3,0,N/A,N/A,N/A,0.0,5978,0.41,0.34,5.42,5.42,-0.253,-12.0,0.015,-0.053
worldcore,14 Oct 2017,15 Dec 2017,62.0,166.0,5,saas,14,25000000.0,100000000.0,0.25,0.1,3016,0,N/A,N/A,N/A,0.146,151573,0.41,0.14,2.23,2.23,0.077,-5.0,0.002,0.0
obits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,606,0.12,0.08,1.32,1.32,0.057,-5.0,0.01,0.02
eroscoin,11 Oct 2017,15 Nov 2017,35.0,196.0,12,other,7,N/A,N/A,N/A,0.05,N/A,0,N/A,N/A,N/A,1.938,8548340,0.08,-0.07,-1.15,-1.15,0.011,-4.0,-0.003,0.037
solaris,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,295,0.35,0.14,2.22,2.22,2.465,-2.5,0.126,-0.047
pirl,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,8,0,N/A,N/A,N/A,0.0,9082,0.35,0.31,4.85,4.85,0.181,-4.5,0.013,-0.037
vice industry...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
global crypto...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mintcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,53,0,N/A,N/A,N/A,0.0,34979,0.36,0.15,2.36,2.36,-0.071,-18.5,0.027,0.113
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,1000.0,6,blockchain,7,20510.0,N/A,0.14,0.02,N/A,0,6098,N/A,N/A,-0.131,5586,-0.06,0.09,1.43,1.43,-0.066,-5.0,0.007,-0.027
payfair,1 Nov 2017,30 Nov 2017,29.0,181.0,2,saas,8,18291.0,N/A,N/A,0.0,2750,0,2291,N/A,N/A,0.0,41498,0.16,0.22,3.56,3.56,0.672,-15.0,0.031,0.007
mktcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,298613,0.32,0.08,1.2,1.2,-0.006,1.5,0.006,-0.053
syndicate,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,682,0.4,0.25,4.03,4.03,-0.296,-4.0,0.043,-0.023
canyacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32408200,-0.18,-0.13,-2.03,-2.03,-0.706,-2.0,-0.02,-0.017
waves communi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trueflip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,133868,-0.09,0.02,0.34,0.34,-0.12,-8.5,0.01,0.023
heat,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
transfercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,276,0.14,0.14,2.27,2.27,0.06,-6.0,0.02,0.003
block array,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
travelflex,13 Dec 2017,11 Jan 2018,29.0,139.0,12,other,N/A,N/A,N/A,N/A,0.28,104,0,N/A,N/A,N/A,-0.267,29538,-0.18,-0.03,-0.52,-0.52,-0.06,-2.0,-0.0,-0.023
